OBJECTID,AxeBrue_IDB_merged_140219_Snapped_OBJECTID,AxeBrue_IDB_merged_140219_Snapped_Water_leve,AxeBrue_IDB_merged_140219_Snapped_Grid_ref_,AxeBrue_IDB_merged_140219_Snapped_Owned_by,AxeBrue_IDB_merged_140219_Snapped_Operated_b,AxeBrue_IDB_merged_140219_Snapped_Watercours,AxeBrue_IDB_merged_140219_Snapped_Descriptio,AxeBrue_IDB_merged_140219_Snapped_X,AxeBrue_IDB_merged_140219_Snapped_Y,AxeBrue_IDB_merged_140219_Snapped_Lat,AxeBrue_IDB_merged_140219_Snapped_Long_,AxeBrue_IDB_merged_140219_Snapped_Source,AxeBrue_IDB_merged_140219_Snapped_Enabled,AxeBrue_IDB_merged_140219_Snapped_NEAR_FID,AxeBrue_IDB_merged_140219_Snapped_NEAR_DIST,AxeBrue_IDB_merged_140219_Snapped_NEAR_X,AxeBrue_IDB_merged_140219_Snapped_NEAR_Y,AxeBrue_IDB_merged_140219_Snapped_Dimensions,AxeBrue_IDB_merged_140219_Snapped_FID_1,AxeBrue_IDB_merged_140219_Snapped_Structure,AxeBrue_IDB_merged_140219_Snapped_structure_,AxeBrue_IDB_merged_140219_Snapped_Count_,AxeBrue_IDB_merged_140219_Snapped_AncillaryR,AxeBrue_IDB_merged_140219_Snapped_AncillaryRole,AxeBrue_IDB_merged_140219_Snapped_SnapDist,AxeBrue_IDB_merged_140219_Snapped_ForcedMove,AxeBrue_IDB_merged_140219_Snapped_SnapQual,AxeBrue_IDB_merged_140219_Snapped_SrchName,AxeBrue_IDB_merged_140219_Snapped_Reach,AxeBrueIDB_Sum_Output_OBJECTID,AxeBrueIDB_Sum_Output_FREQUENCY,AxeBrueIDB_Sum_Output_SiteID,DistFromLn,DistAlngLn,USLength,SUM_USLength,AvailDSNet
275,275,,,,,,,349087,139767,,,AxeBrueIDB_structures+N,1,78,2.729308976,349087.007,139769.7293,,171,UB26,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a,11221,266,2,275,0,0.00400609,9.095890045,0,9.095890045
338,338,,,,,,,349613,143219,,,AxeBrueIDB_structures+N,1,162,1.646659832,349612.5727,143220.5902,,234,UB91,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,327,2,338,5.07929E-05,0.033577714,8.63451767,0,8.63451767
64,64,James Boards, ,EA,EA / Farmer,James Wear River,Penning boards,345510,142480,51.178944,-2.7809123,North Drain,1,981,5.506475895,345507.9845,142485.1244,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,64,7,64,3.98457E-05,0.441316187,288.9669495,280.4217529,8.545196533
155,155,,,,,,,336545,142016,,,AxeBrueIDB_structures+N,1,326,6.70431136,336546.4684,142022.5415,,51,C20,Culvert,0,,,0.493999988,N,"Nearest Polyline, no name check",n/a,11221,153,2,155,1.84558E-05,0.005833655,8.393418312,0,8.393418312
373,373,,,,,,,340942,141062,,,AxeBrueIDB_structures+N,1,286,98.4928163,341036.2061,141033.259,,269,XC06,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,362,6,373,2.55986E-06,0.498741478,836.4118652,828.5162354,7.895629882
172,172,,,,,,,331963,142873,,,AxeBrueIDB_structures+N,1,395,0.031757251,331962.9907,142872.9696,,68,H16,Tilting Weir,0,,,7.590000153,N,"Nearest Polyline, no name check",n/a,11221,168,1,172,2.17042E-05,0.015646184,7.73236084,0,7.73236084
86,86,Godney Middle Rhyne Hatch, ,UB IDB,UB IDB,Godney Middle Rhyne,Penning hatch,348020,143150,51.185202,-2.7451049,North Drain,1,332,5.300216578,348019.5975,143155.2849, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,86,3,86,1.1463E-05,0.007315777,7.718290329,0,7.718290329
316,316,,,,,,,348856,140967,,,AxeBrueIDB_structures+N,1,410,5.178324326,348851.8239,140970.0619,,212,UB69,Tilting Weir,0,,,0.232999995,N,"Nearest Polyline, no name check",n/a,11221,306,2,316,2.00013E-05,0.987237334,1013.419495,1005.818054,7.601440429
141,141,,,,,,,340750,139998,,,AxeBrueIDB_structures+N,1,22,0.43435816,340750.4062,139997.8463,,37,C05,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,139,6,141,5.16681E-05,0.013373019,982.65271,975.0950928,7.557617188
90,90,Leaze Rhyne Inlet, ,UB IDB,UB IDB,Leaze Rhyne,Flap valve,349300,144150,51.194308,-2.7269339,North Drain,1,990,8.888344921,349308.8156,144151.135,Submerged chain-operated flap valve on end of culvert feeding water from River Sheppy into Leaze Rhyne via culvert under highway. Operating platform on bank of River Sheppy.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,88,13,90,2.7223E-05,0.045228526,14827.37793,14819.82617,7.551757787
57,57,Lewis Drove Sluice/TW, ,EA,EA,North Drain,Tilting weir,346790,144670,51.198755,-2.7629276,North Drain,1,208,2.782879543,346792.6604,144669.1835,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,57,1,57,3.25905E-06,0.007600824,7.362393379,0,7.362393379
97,97,Peacock Farm Penning Boards, ,UB IDB,UB IDB,Galtons Canal,Penning hatch,344450,143140,51.184775,-2.7961774,North Drain,1,74,7.221189258,344457.1191,143138.7898,Not in use.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,95,1,97,4.11662E-05,0.736230493,1601.323608,1594.067749,7.255859378
278,278,,,,,,,349184,142810,,,AxeBrueIDB_structures+N,1,210,0.414614682,349184.41,142809.9386,,174,UB29,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a,11221,269,1,278,4.36971E-05,0.060466636,7.161060333,0,7.161060333
239,239,,,,,,,344851,149267,,,AxeBrueIDB_structures+N,1,274,0.305975855,344851.1163,149266.717,,135,UA19,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,231,1,239,1.06789E-05,0.15453735,6.260945797,0,6.260945797
323,323,,,,,,,349217,137075,,,AxeBrueIDB_structures+N,1,363,0.96084769,349217.9208,137074.7255,,219,UB76,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,313,1,323,2.80829E-06,0.040640492,5.769574642,0,5.769574642
234,234,,,,,,,345435,152743,,,AxeBrueIDB_structures+N,1,108,0.567653849,345434.5783,152742.62,,130,UA14,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,226,1,234,0,0.020321524,5.721272469,0,5.721272469
301,301,,,,,,,352060,135895,,,AxeBrueIDB_structures+N,1,655,0.750441187,352059.7904,135895.7206,,197,UB53,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,292,1,301,2.30159E-05,0.002731522,5.586587429,0,5.586587429
254,254,,,,,,,347464,142745,,,AxeBrueIDB_structures+N,1,318,0.345942199,347464.3458,142745.0105,,150,UB06,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a,11221,246,1,254,1.71767E-05,0.992910445,853.7317505,848.8555298,4.876220703
53,53,North Drain Pumping Station, ,EA,EA,North Drain,Pumping Station,339900,144850,51.199689,-2.8615569,North Drain,1,1126,5.326880294,339902.3492,144845.2191,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,53,3,53,8.61509E-06,0.971100628,13056.18848,13051.46875,4.719726563
96,96,Parsons Drove Outfall, ,UB IDB,UB IDB,Parsons Drove Rhyne,Penning hatch,344700,144650,51.198376,-2.7928338,North Drain,1,375,1.428767151,344701.0551,144650.9634,Not in use.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,94,1,96,0,0.994081736,526.5137329,522.0631714,4.450561523
385,385,,,,,,,340206,145974,,,AxeBrueIDB_structures+N,1,400,3.211720684,340207.3381,145976.9197,,281,XW02,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,374,1,385,1.54699E-06,0.302678794,925.3512573,921.0333862,4.317871094
157,157,,,,,,,339766,141495,,,AxeBrueIDB_structures+N,1,187,1.816426837,339765.4434,141493.271,,53,C22,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,155,4,157,4.45625E-05,0.003250732,4.104620934,0,4.104620934
294,294,,,,,,,354046,141167,,,AxeBrueIDB_structures+N,1,164,0.641994329,354045.4874,141166.6135,,190,UB46,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,285,2,294,1.22346E-05,0.013846177,3.858707428,0,3.858707428
412,412,,,,,,,333279,150787,,,AxeBrueIDB_structures+N,1,291,0.726259094,333278.2746,150786.9656,,308,BK05,Screen,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,401,1,412,4.38914E-05,0.057540491,3.785355806,0,3.785355806
253,253,,,,,,,348023,143154,,,AxeBrueIDB_structures+N,1,332,1.539580531,348022.8831,143155.5351,,149,UB05,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,245,2,253,3.59162E-05,0.010439049,11.01340294,7.718290329,3.29511261
282,282,,,,,,,352327,143430,,,AxeBrueIDB_structures+N,1,144,1.746271731,352325.7664,143431.236,,178,UB33,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,273,1,282,0,0.003761243,3.19493413,0,3.19493413
79,79,W05Totney Drove Trench Sheet Dam, ,LBIDB,LBIDB,Totney Drove,Trench Sheet Dam with circular flap,343230,144150,51.193736,-2.8137909,North Drain,1,404,7.381838121,343227.714,144142.981,Ineffective ? to be replace by tilting weir in 2010.,,,,,,,0.025,N,"Nearest Polyline, no name check",n/a,11221,79,1,79,4.14847E-05,0.856569588,2112.517822,2109.33374,3.184082036
306,306,,,,,,,354010,133835,,,AxeBrueIDB_structures+N,1,298,0.11250408,354010.104,133834.9572,,202,UB58,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,297,1,306,4.14643E-05,0.002062785,2.77989006,0,2.77989006
342,342,,,,,,,339943,145457,,,AxeBrueIDB_structures+N,1,406,4.275462919,339938.7359,145457.312,,238,W03,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,331,1,342,4.29686E-05,0.92501384,1037.705078,1034.932007,2.773071285
72,72,Tealham RWLA SL3, ,EA,EA,Non Main River,Penning boards,340780,145350,51.204276,-2.8490461,North Drain,1,203,18.3951245,340798.3889,145349.5215,Trench sheet dam stop-log structure.,,,,,,,2.753000021,Y,"Nearest Polyline, no name check",n/a,11221,72,1,72,1.38233E-05,0.010000017,2.75311017,0,2.75311017
264,264,,,,,,,348486,140332,,,AxeBrueIDB_structures+N,1,411,0.966090272,348485.1341,140332.4285,,160,UB15,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,256,1,264,3.34566E-05,0.002492327,2.543913126,0,2.543913126
273,273,,,,,,,350823,143925,,,AxeBrueIDB_structures+N,1,85,0.9024965,350822.5448,143925.7793,,169,UB24,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,264,1,273,8.64044E-06,0.00058951,2.473121643,0,2.473121643
265,265,,,,,,,346384,142034,,,AxeBrueIDB_structures+N,1,139,0.022409394,346384.021,142034.0079,,161,UB16,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,257,4,265,2.73996E-05,0.990654767,3234.903564,3232.565186,2.338378903
130,130,,,,,,,330019,152657,,,AxeBrueIDB_structures+N,1,414,2.084453225,330019.6226,152655.0107,,26,BB09,Flap valve,0,,,396.3739929,Y,"Nearest Polyline, no name check",n/a,11221,128,1,130,1.28213E-05,0.001272088,1.820025444,0,1.820025444
216,216,,,,,,,339810,145185,,,AxeBrueIDB_structures+N,1,1126,232.1363795,340038.8302,145145.9613,,112,M22,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,209,6,216,3.91534E-05,0.769953012,12703.05469,12701.25684,1.7978516
95,95,Oak Drove Outfall, ,UB IDB,UB IDB,Oak Drove Rhyne,Penning hatch,346340,144770,51.199612,-2.7693824,North Drain,1,374,4.944753278,346344.7444,144768.6067,Operated by local horticultural site for water supply,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,93,1,95,3.16262E-06,0.97323823,1717.251953,1715.561401,1.690551755
343,343,,,,,,,339847,145177,,,AxeBrueIDB_structures+N,1,1126,194.3179707,340038.5504,145144.3213,,239,W04,Bund,3,,,0,N,"Nearest Polyline, no name check",n/a,11221,332,5,343,4.56371E-05,0.770900607,12704.71875,12703.05469,1.6640625
136,136,,,,,,,333012,156652,,,AxeBrueIDB_structures+N,1,211,0.744961169,333011.2753,156651.8273,,32,BL06,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,134,1,136,3.23736E-05,0.037489004,1.393062949,0,1.393062949
259,259,,,,,,,346510,143736,,,AxeBrueIDB_structures+N,1,416,3.056184891,346509.2906,143733.0273,,155,UB10,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a,11221,251,1,259,1.18527E-05,0.187192678,450.9000549,449.5073242,1.392730713
425,425,,,,,,,346345,144766,,,AxeBrueIDB_structures+N,1,294,0.15086722,346345.0442,144766.1442,,321,UB104,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,414,2,425,4.52092E-05,0.088056333,0.981577992,0,0.981577992
269,269,,,,,,,345907,144820,,,AxeBrueIDB_structures+N,1,325,1.583306705,345905.4692,144820.4044,,165,UB20,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,261,1,269,8.80342E-06,0.017055711,10.35623455,9.507478714,0.848755836
426,426,,,,,,,346311,144751,,,AxeBrueIDB_structures+N,1,1127,3.076698122,346311.4711,144754.0404,,322,UB105,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,415,11,426,1.68974E-05,0.229805738,3112.429443,3111.663818,0.765624999
276,276,,,,,,,347991,142016,,,AxeBrueIDB_structures+N,1,410,0.266658534,347990.7371,142015.9556,,172,UB27,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,267,1,276,3.56375E-05,0.948269904,343.592926,342.893158,0.699768066
280,280,,,,,,,349168,142700,,,AxeBrueIDB_structures+N,1,210,0.051329902,349167.9492,142700.0076,,176,UB31,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,271,2,280,3.57806E-05,0.999051452,118.317627,117.624794,0.692832947
363,363,,,,,,,341414,144862,,,AxeBrueIDB_structures+N,1,405,7.972807831,341412.9294,144854.0994,,259,W24,Culvert,0,,,0.167999998,N,"Nearest Polyline, no name check",n/a,11221,352,4,363,5.09851E-05,0.000755872,0.484878778,0,0.484878778
307,307,,,,,,,354520,133794,,,AxeBrueIDB_structures+N,1,298,0.102779501,354519.9012,133794.0283,,203,UB59,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,298,3,307,6.30526E-06,0.000308672,0.390560985,0,0.390560985
199,199,,,,,,,335947,146619,,,AxeBrueIDB_structures+N,1,425,0.013532531,335947.0093,146618.9902,,95,M03,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,193,1,199,2.21774E-05,0.009655675,0.174920663,0,0.174920663
101,101,Westhay Moor Drove Hatch, ,UB IDB,UB IDB,Westhay Moor Drove Rhyne,Penning hatch,346640,143700,51.19002,-2.7649298,North Drain,1,416,3.422658454,346640.8819,143703.3071, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,99,3,101,9.80611E-06,0.12868771,315.9853821,315.8565369,0.128845215
255,255,,,,,,,347550,142626,,,AxeBrueIDB_structures+N,1,318,0.12918242,347549.9973,142625.8708,,151,UB102,Flap valve,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,247,3,255,4.57904E-05,0.759707153,653.2171631,653.0925293,0.124633789
202,202,,,,,,,337663,145254,,,AxeBrueIDB_structures+N,1,409,1.888233074,337662.5706,145252.1612,,98,M08,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,196,1,202,3.823E-05,1.89283E-05,0.055114619,0,0.055114619
263,263,,,,,,,348396,140136,,,AxeBrueIDB_structures+N,1,411,0.179170643,348396.1784,140136.0166,,159,UB14,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,255,1,263,0,0,3.69225E-05,0,3.69225E-05
243,243,,,,,,,342523,153157,,,AxeBrueIDB_structures+N,1,324,1.117478076,342524.0942,153156.7731,,139,UA23,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,235,1,243,0,0,-1.21161E-05,0,-1.21161E-05
88,88,Hurn Drove Inlet, ,UB IDB,UB IDB,Hurn Drove Rhyne,Flap valve,349330,143800,51.191164,-2.7264551,North Drain,1,338,4.610399013,349330.7975,143795.4591,Submerged chain-operated flap valve on end of culvert feeding water from River Sheppy into Hurn Rhyne via culvert under gateway. Operated by local farmer.,,,,,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
89,89,Hurn Drove Straight Drove Inlet, ,UB IDB,UB IDB,Hurn Drove Straight Drove, ,349090,143130,51.185119,-2.7297939,North Drain,1,338,11.98444356,349101.8514,143131.7805, ,,,,,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
169,169,,,,,,,334569,145618,,,AxeBrueIDB_structures+N,1,333,0.641221929,334569.2218,145618.6016,,65,H11,Penstock,0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
170,170,,,,,,,333771,145652,,,AxeBrueIDB_structures+N,1,320,0.356040212,333771.3557,145651.9845,,66,H12,Penstock,0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
181,181,,,,,,,335564,143505,,,AxeBrueIDB_structures+N,1,333,0.645930953,335564.6322,143504.8676,,77,H27,Tilting Weir,0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
185,185,,,,,,,336059,143678,,,AxeBrueIDB_structures+N,1,333,337.3245975,335781.8205,143870.2483,,81,H32,Weir,0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
209,209,,,,,,,339273,145941,,,AxeBrueIDB_structures+N,1,399,1.390207762,339272.3561,145942.2321,,105,M15,Penstock,0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
223,223,,,,,,,345909,148049,,,AxeBrueIDB_structures+N,1,360,7.059882641,345903.3343,148044.7879,,119,UA03,Valve (Inlet),0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
271,271,,,,,,,349332,143802,,,AxeBrueIDB_structures+N,1,338,6.650517204,349330.7975,143795.4591,,167,UB22,Valve (Inlet),4,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
310,310,,,,,,,349097,143130,,,AxeBrueIDB_structures+N,1,338,5.062126558,349102.0059,143130.7521,,206,UB62,Valve (Inlet),1,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
326,326,,,,,,,349029,143557,,,AxeBrueIDB_structures+N,1,338,0.079120854,349029.0393,143556.9313,,222,UB79,Valve (Inlet),0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
432,432,,,,,,,349074,143250,,,AxeBrueIDB_structures+N,1,338,7.772107222,349081.6657,143251.2817,,328,UB108,Valve (Inlet),0,,,-1,N,Site outside snap distance,n/a,11221,,,,,,,,0
